date_snapshot,total_actifs,actifs_en_hausse,actifs_en_baisse,actifs_neutres,pct_marche_hausse,variation_moyenne,variation_mediane,meilleur_ticker,meilleur_variation,pire_ticker,pire_variation
2026-05-03 22:40:18,26,20,6,0,76.9,0.5965,0.4805,TSLA,2.48,NVDA,-0.78
