date_snapshot,total_actifs,actifs_en_hausse,actifs_en_baisse,actifs_neutres,pct_marche_hausse,variation_moyenne,variation_mediane,meilleure_variation,pire_variation
2026-05-05 00:17:58,26,20.0,6.0,0.0,76.9,0.5965,0.4805,2.48,-0.78
